cluster,n,m,modularity,connectivity,connectivity_normalized_log10(n),connectivity_normalized_log2(n),connectivity_normalized_sqrt(n)/5,conductance
205,512,2017,0.00029420041224038256,0.0,0.0,0.0,0.0,0.8132234466154273
19,512,2908,0.0004181706091015778,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8621441608002086
33,512,4399,0.0006034684019476935,0.0,0.0,0.0,0.0,0.9020779770053535
18,512,2245,0.0003241709624439876,0.0,0.0,0.0,0.0,0.8662217322646962
271,512,1750,0.00025524909928381715,0.0,0.0,0.0,0.0,0.8262854873932897
36,511,1099,0.00015802697608738683,0.0,0.0,0.0,0.0,0.9153606222804113
140,511,2156,0.00031389538265362863,0.0,0.0,0.0,0.0,0.8248009101251422
107,512,5027,0.0007193048883393905,0.0,0.0,0.0,0.0,0.8355604259007867
117,512,2260,0.00032508746950051247,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8776559750981189
190,512,2459,0.00034790473552930197,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.9027717369815349
246,512,3380,0.0004832695130545967,0.0,0.0,0.0,0.0,0.8669553237551663
265,512,4388,0.0006433616314346816,0.0,0.0,0.0,0.0,0.5612219389030548
219,512,3136,0.00044877762966205354,0.0,0.0,0.0,0.0,0.8698485162896866
10,512,6071,0.0008846039250638619,0.0,0.0,0.0,0.0,0.6938631435631083
47,512,5034,0.0007110588720163184,0.0,0.0,0.0,0.0,0.8636548305842203
163,512,3517,0.0005106150364129353,0.0,0.0,0.0,0.0,0.8012489050888644
127,512,13881,0.0020105814284373472,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.6360179880167294
204,512,1773,0.00025070184168032964,0.0,0.0,0.0,0.0,0.9180380917159763
12,512,5844,0.0008220327734893241,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8599585435113406
187,511,1509,0.0002194306197629525,0.0,0.0,0.0,0.0,0.8612796469939327
42,509,894,0.00012989535700171878,0.0,0.0,0.0,0.0,0.8967488595022233
303,512,1852,0.00027049456144195725,0.0,0.0,0.0,0.0,0.8052064159873784
50,512,1971,0.00027063948794042107,0.0,0.0,0.0,0.0,0.9340284169832477
208,509,766,0.00011121025719772571,0.0,0.0,0.0,0.0,0.907286371338659
274,512,4858,0.0007074054283662336,0.0,0.0,0.0,0.0,0.7348180900133737
283,510,1526,0.00022351277749458893,0.0,0.0,0.0,0.0,0.7731866825208086
24,511,1645,0.00023582489170415698,0.0,0.0,0.0,0.0,0.9026050917702783
247,511,2799,0.00040433301231201056,0.0,0.0,0.0,0.0,0.8489639542413123
241,512,5651,0.000817933618560953,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.7728515153951282
